tweet,sentiment,followers,following,id,topic
Unacceptable behavior. #Boycott #Mad #Crypto 256,angry,41,4629,611,Crypto
Market is crashing! #Panic #Crash #Apple 829,fear,26,1790,612,Apple
Finally some good news! #Winning #Happy #Crypto 837,happy,11,2599,613,Crypto
This feature is a game changer. #Innovation #Future #Crypto 128,happy,1695,605,614,Crypto
Is my data safe? #Privacy #Hack #Samsung 847,fear,595,1858,615,Samsung
Best purchase ever. #Recommended #LoveIt #Apple 22,happy,760,1834,616,Apple
Worst experience ever. #Scam #Refund #Politics 238,angry,683,236,617,Politics
Link in bio. #Link #Profile #Politics 983,neutral,540,1976,618,Politics
I love this update! #Amazing #Tech #Apple 373,happy,903,1915,619,Apple
Worst experience ever. #Scam #Refund #Politics 447,angry,19,3445,620,Politics
This feature is a game changer. #Innovation #Future #Apple 765,happy,414,997,621,Apple
Link in bio. #Link #Profile #Crypto 789,neutral,137,398,622,Crypto
I am worried about the future. #Uncertainty #Risk #Apple 173,fear,10,4559,623,Apple
Unacceptable behavior. #Boycott #Mad #Apple 106,angry,893,1004,624,Apple
What do you think? #Question #Poll #Samsung 226,neutral,1143,993,625,Samsung
I love this update! #Amazing #Tech #Politics 456,happy,476,1146,626,Politics
Unacceptable behavior. #Boycott #Mad #Politics 488,angry,321,1843,627,Politics
This is terrible service. #Fail #Angry #Apple 526,angry,1043,792,628,Apple
What do you think? #Question #Poll #Samsung 21,neutral,1185,660,629,Samsung
Finally some good news! #Winning #Happy #Samsung 421,happy,1622,1392,630,Samsung
Market is crashing! #Panic #Crash #Apple 941,fear,1681,1289,631,Apple
Unacceptable behavior. #Boycott #Mad #Climate 584,angry,28,4060,632,Climate
I am worried about the future. #Uncertainty #Risk #Crypto 81,fear,885,1001,633,Crypto
Best purchase ever. #Recommended #LoveIt #Climate 276,happy,9,3133,634,Climate
This feature is a game changer. #Innovation #Future #Crypto 309,angry,27,4967,635,Crypto
Scary news coming out. #Fear #Alert #Apple 189,fear,726,1332,636,Apple
I love this update! #Amazing #Tech #Crypto 392,happy,19,3899,637,Crypto
Finally some good news! #Winning #Happy #Crypto 245,happy,672,228,638,Crypto
This is terrible service. #Fail #Angry #Samsung 213,angry,1919,479,639,Samsung
Interesting article. #Read #Info #Politics 469,neutral,1670,1367,640,Politics
This is terrible service. #Fail #Angry #Climate 891,angry,33,2455,641,Climate
Unacceptable behavior. #Boycott #Mad #Samsung 804,angry,7,4542,642,Samsung
I am worried about the future. #Uncertainty #Risk #Politics 959,fear,1217,794,643,Politics
Worst experience ever. #Scam #Refund #Samsung 136,angry,336,1076,644,Samsung
Just checking in. #Update #News #Crypto 351,neutral,1042,1121,645,Crypto
Is my data safe? #Privacy #Hack #Samsung 535,fear,1651,999,646,Samsung
Interesting article. #Read #Info #Tesla 536,angry,37,1492,647,Tesla
This is terrible service. #Fail #Angry #Climate 75,angry,1503,100,648,Climate
What do you think? #Question #Poll #Tesla 986,neutral,3,3773,649,Tesla
Worst experience ever. #Scam #Refund #Crypto 860,angry,1386,1205,650,Crypto
Just checking in. #Update #News #Samsung 259,neutral,35,3249,651,Samsung
Worst experience ever. #Scam #Refund #Politics 794,angry,718,238,652,Politics
Link in bio. #Link #Profile #Crypto 721,neutral,1115,1595,653,Crypto
Interesting article. #Read #Info #Samsung 889,neutral,840,695,654,Samsung
Interesting article. #Read #Info #Tesla 149,neutral,48,1924,655,Tesla
Best purchase ever. #Recommended #LoveIt #Apple 568,happy,703,1081,656,Apple
Market is crashing! #Panic #Crash #Politics 707,fear,1577,211,657,Politics
This is terrible service. #Fail #Angry #Crypto 200,angry,19,4213,658,Crypto
Just checking in. #Update #News #Climate 985,neutral,649,1543,659,Climate
Finally some good news! #Winning #Happy #Tesla 659,happy,860,1887,660,Tesla
Just checking in. #Update #News #Tesla 497,neutral,546,1872,661,Tesla
Worst experience ever. #Scam #Refund #Apple 390,angry,876,795,662,Apple
This is terrible service. #Fail #Angry #Crypto 670,angry,27,4492,663,Crypto
Just checking in. #Update #News #Climate 837,neutral,1807,1344,664,Climate
Interesting article. #Read #Info #Apple 826,neutral,1530,1740,665,Apple
What do you think? #Question #Poll #Crypto 938,neutral,25,4821,666,Crypto
This is terrible service. #Fail #Angry #Samsung 34,angry,1862,483,667,Samsung
Scary news coming out. #Fear #Alert #Politics 896,angry,14,2201,668,Politics
This feature is a game changer. #Innovation #Future #Crypto 878,happy,43,3915,669,Crypto
Just checking in. #Update #News #Tesla 601,neutral,1080,745,670,Tesla
Unacceptable behavior. #Boycott #Mad #Climate 35,angry,42,3384,671,Climate
Just checking in. #Update #News #Crypto 374,neutral,1461,134,672,Crypto
I am worried about the future. #Uncertainty #Risk #Apple 39,fear,1205,396,673,Apple
Link in bio. #Link #Profile #Apple 524,neutral,1857,1305,674,Apple
Is my data safe? #Privacy #Hack #Climate 904,angry,49,1565,675,Climate
Link in bio. #Link #Profile #Crypto 945,neutral,7,3733,676,Crypto
What do you think? #Question #Poll #Climate 208,angry,21,4490,677,Climate
Best purchase ever. #Recommended #LoveIt #Crypto 855,happy,399,1115,678,Crypto
This feature is a game changer. #Innovation #Future #Crypto 722,happy,129,1011,679,Crypto
I love this update! #Amazing #Tech #Climate 495,happy,1022,831,680,Climate
I am worried about the future. #Uncertainty #Risk #Samsung 404,fear,932,753,681,Samsung
Scary news coming out. #Fear #Alert #Apple 712,fear,1435,1019,682,Apple
Market is crashing! #Panic #Crash #Apple 447,angry,16,4470,683,Apple
Finally some good news! #Winning #Happy #Politics 332,happy,1725,313,684,Politics
Finally some good news! #Winning #Happy #Tesla 997,happy,1331,1284,685,Tesla
Is my data safe? #Privacy #Hack #Politics 406,fear,1566,1922,686,Politics
Finally some good news! #Winning #Happy #Politics 909,happy,399,352,687,Politics
Scary news coming out. #Fear #Alert #Apple 673,fear,1249,1266,688,Apple
What do you think? #Question #Poll #Apple 540,neutral,407,1673,689,Apple
Unacceptable behavior. #Boycott #Mad #Politics 787,angry,1090,449,690,Politics
Is my data safe? #Privacy #Hack #Tesla 542,fear,19,2255,691,Tesla
I am worried about the future. #Uncertainty #Risk #Climate 303,fear,210,741,692,Climate
I am worried about the future. #Uncertainty #Risk #Tesla 999,angry,22,3137,693,Tesla
This is terrible service. #Fail #Angry #Politics 300,angry,1561,644,694,Politics
Worst experience ever. #Scam #Refund #Tesla 326,angry,1134,808,695,Tesla
This is terrible service. #Fail #Angry #Apple 251,angry,1925,1735,696,Apple
This feature is a game changer. #Innovation #Future #Apple 560,happy,355,1769,697,Apple
Worst experience ever. #Scam #Refund #Apple 888,angry,2,2430,698,Apple
Scary news coming out. #Fear #Alert #Apple 135,fear,1522,764,699,Apple
Is my data safe? #Privacy #Hack #Crypto 122,fear,1021,164,700,Crypto
I hate this bug! #Broken #FixIt #Samsung 191,angry,35,3143,701,Samsung
Is my data safe? #Privacy #Hack #Climate 653,fear,320,1305,702,Climate
I love this update! #Amazing #Tech #Tesla 615,happy,40,3010,703,Tesla
Is my data safe? #Privacy #Hack #Tesla 366,angry,6,2351,704,Tesla
Link in bio. #Link #Profile #Samsung 838,neutral,44,4062,705,Samsung
Best purchase ever. #Recommended #LoveIt #Climate 264,happy,1744,1070,706,Climate
Scary news coming out. #Fear #Alert #Apple 134,fear,113,1137,707,Apple
What do you think? #Question #Poll #Samsung 393,neutral,32,2361,708,Samsung
Finally some good news! #Winning #Happy #Apple 140,happy,322,761,709,Apple
Interesting article. #Read #Info #Apple 944,neutral,1267,1434,710,Apple
I am worried about the future. #Uncertainty #Risk #Climate 887,fear,791,565,711,Climate
I love this update! #Amazing #Tech #Apple 140,happy,1873,1043,712,Apple
Scary news coming out. #Fear #Alert #Tesla 961,fear,158,604,713,Tesla
Finally some good news! #Winning #Happy #Crypto 366,happy,981,1274,714,Crypto
Is my data safe? #Privacy #Hack #Tesla 409,fear,288,1435,715,Tesla
This is terrible service. #Fail #Angry #Crypto 330,angry,1645,1198,716,Crypto
This is terrible service. #Fail #Angry #Climate 213,angry,376,416,717,Climate
Is my data safe? #Privacy #Hack #Crypto 938,fear,1,1296,718,Crypto
Best purchase ever. #Recommended #LoveIt #Politics 450,angry,8,2534,719,Politics
Market is crashing! #Panic #Crash #Tesla 372,angry,50,4680,720,Tesla
Link in bio. #Link #Profile #Samsung 623,neutral,807,535,721,Samsung
I hate this bug! #Broken #FixIt #Tesla 47,angry,1248,815,722,Tesla
Market is crashing! #Panic #Crash #Politics 952,fear,569,387,723,Politics
This feature is a game changer. #Innovation #Future #Samsung 843,happy,276,1538,724,Samsung
I hate this bug! #Broken #FixIt #Apple 722,angry,183,1929,725,Apple
Link in bio. #Link #Profile #Crypto 693,neutral,1511,1828,726,Crypto
What do you think? #Question #Poll #Crypto 69,neutral,1864,213,727,Crypto
Is my data safe? #Privacy #Hack #Politics 399,fear,1108,1877,728,Politics
This feature is a game changer. #Innovation #Future #Climate 966,happy,450,1407,729,Climate
This feature is a game changer. #Innovation #Future #Tesla 208,happy,1975,587,730,Tesla
I love this update! #Amazing #Tech #Politics 877,angry,17,2052,731,Politics
Unacceptable behavior. #Boycott #Mad #Tesla 468,angry,1753,1610,732,Tesla
What do you think? #Question #Poll #Apple 728,neutral,628,1248,733,Apple
Just checking in. #Update #News #Climate 309,neutral,402,789,734,Climate
Unacceptable behavior. #Boycott #Mad #Politics 719,angry,895,1437,735,Politics
Scary news coming out. #Fear #Alert #Samsung 409,fear,809,1555,736,Samsung
I hate this bug! #Broken #FixIt #Samsung 225,angry,242,1602,737,Samsung
Is my data safe? #Privacy #Hack #Apple 552,fear,1828,306,738,Apple
This is terrible service. #Fail #Angry #Crypto 624,angry,300,192,739,Crypto
Just checking in. #Update #News #Tesla 324,neutral,16,1599,740,Tesla
I hate this bug! #Broken #FixIt #Samsung 789,angry,1675,1525,741,Samsung
I hate this bug! #Broken #FixIt #Politics 969,angry,298,1130,742,Politics
Just checking in. #Update #News #Politics 268,angry,34,2503,743,Politics
Finally some good news! #Winning #Happy #Apple 243,happy,999,1474,744,Apple
Scary news coming out. #Fear #Alert #Apple 418,fear,1137,1808,745,Apple
Link in bio. #Link #Profile #Politics 574,neutral,1221,1504,746,Politics
Market is crashing! #Panic #Crash #Politics 970,fear,865,707,747,Politics
What do you think? #Question #Poll #Crypto 732,angry,22,1946,748,Crypto
Just checking in. #Update #News #Crypto 581,angry,44,2253,749,Crypto
Is my data safe? #Privacy #Hack #Tesla 427,angry,13,4634,750,Tesla
Just checking in. #Update #News #Tesla 532,neutral,539,1611,751,Tesla
Finally some good news! #Winning #Happy #Crypto 770,happy,1186,939,752,Crypto
I love this update! #Amazing #Tech #Apple 225,happy,702,1389,753,Apple
Finally some good news! #Winning #Happy #Climate 7,happy,1120,1166,754,Climate
Just checking in. #Update #News #Samsung 724,angry,30,1099,755,Samsung
I am worried about the future. #Uncertainty #Risk #Climate 640,fear,801,1824,756,Climate
Scary news coming out. #Fear #Alert #Crypto 582,fear,1344,1008,757,Crypto
Link in bio. #Link #Profile #Crypto 216,neutral,197,1193,758,Crypto
Link in bio. #Link #Profile #Tesla 730,angry,49,2449,759,Tesla
I love this update! #Amazing #Tech #Climate 452,happy,847,1344,760,Climate
Scary news coming out. #Fear #Alert #Crypto 371,fear,1210,1404,761,Crypto
I am worried about the future. #Uncertainty #Risk #Tesla 523,fear,1625,389,762,Tesla
Market is crashing! #Panic #Crash #Apple 416,fear,488,1251,763,Apple
This is terrible service. #Fail #Angry #Politics 274,angry,40,2419,764,Politics
I love this update! #Amazing #Tech #Samsung 971,happy,454,436,765,Samsung
This feature is a game changer. #Innovation #Future #Apple 873,happy,214,1132,766,Apple
Interesting article. #Read #Info #Apple 327,neutral,1,3525,767,Apple
Link in bio. #Link #Profile #Climate 173,neutral,1243,314,768,Climate
Worst experience ever. #Scam #Refund #Crypto 211,angry,135,404,769,Crypto
Just checking in. #Update #News #Apple 411,neutral,523,595,770,Apple
Best purchase ever. #Recommended #LoveIt #Politics 741,happy,2,3358,771,Politics
Is my data safe? #Privacy #Hack #Tesla 237,fear,1899,1662,772,Tesla
Interesting article. #Read #Info #Crypto 35,neutral,1329,594,773,Crypto
Finally some good news! #Winning #Happy #Politics 93,happy,40,1639,774,Politics
Unacceptable behavior. #Boycott #Mad #Climate 808,angry,1551,484,775,Climate
Link in bio. #Link #Profile #Samsung 734,neutral,296,1164,776,Samsung
Just checking in. #Update #News #Politics 636,neutral,36,2325,777,Politics
Best purchase ever. #Recommended #LoveIt #Crypto 347,happy,1901,1713,778,Crypto
This is terrible service. #Fail #Angry #Politics 805,angry,42,3643,779,Politics
This feature is a game changer. #Innovation #Future #Crypto 185,angry,13,2843,780,Crypto
Unacceptable behavior. #Boycott #Mad #Tesla 567,angry,714,1486,781,Tesla
Worst experience ever. #Scam #Refund #Tesla 551,angry,924,1465,782,Tesla
This feature is a game changer. #Innovation #Future #Crypto 42,happy,1482,269,783,Crypto
What do you think? #Question #Poll #Samsung 44,neutral,1508,1967,784,Samsung
Just checking in. #Update #News #Crypto 361,neutral,1584,1512,785,Crypto
Finally some good news! #Winning #Happy #Politics 707,happy,3,1242,786,Politics
What do you think? #Question #Poll #Crypto 953,neutral,630,1399,787,Crypto
Interesting article. #Read #Info #Crypto 498,neutral,35,1138,788,Crypto
Just checking in. #Update #News #Politics 118,neutral,16,1061,789,Politics
Interesting article. #Read #Info #Apple 399,neutral,1464,487,790,Apple
I hate this bug! #Broken #FixIt #Apple 761,angry,671,216,791,Apple
Best purchase ever. #Recommended #LoveIt #Tesla 246,angry,20,2214,792,Tesla
This is terrible service. #Fail #Angry #Politics 947,angry,3,2157,793,Politics
Scary news coming out. #Fear #Alert #Crypto 804,fear,1517,1865,794,Crypto
I hate this bug! #Broken #FixIt #Apple 583,angry,47,3234,795,Apple
This feature is a game changer. #Innovation #Future #Politics 287,happy,1579,1121,796,Politics
Unacceptable behavior. #Boycott #Mad #Crypto 724,angry,1020,1823,797,Crypto
Scary news coming out. #Fear #Alert #Politics 14,fear,1519,739,798,Politics
I hate this bug! #Broken #FixIt #Samsung 903,angry,762,505,799,Samsung
Best purchase ever. #Recommended #LoveIt #Apple 941,happy,745,1031,800,Apple
Link in bio. #Link #Profile #Politics 901,angry,37,3656,801,Politics
Worst experience ever. #Scam #Refund #Climate 398,angry,16,4576,802,Climate
Just checking in. #Update #News #Crypto 472,neutral,289,1526,803,Crypto
This feature is a game changer. #Innovation #Future #Climate 370,happy,1122,684,804,Climate
I love this update! #Amazing #Tech #Politics 714,happy,635,1312,805,Politics
Market is crashing! #Panic #Crash #Crypto 984,angry,20,2153,806,Crypto
Market is crashing! #Panic #Crash #Apple 720,angry,10,3289,807,Apple
Best purchase ever. #Recommended #LoveIt #Samsung 71,happy,650,824,808,Samsung
I am worried about the future. #Uncertainty #Risk #Apple 98,fear,41,1309,809,Apple
Just checking in. #Update #News #Climate 404,neutral,9,2841,810,Climate
Finally some good news! #Winning #Happy #Tesla 573,happy,705,821,811,Tesla
Scary news coming out. #Fear #Alert #Climate 641,fear,568,607,812,Climate
Worst experience ever. #Scam #Refund #Tesla 147,angry,1796,1043,813,Tesla
Finally some good news! #Winning #Happy #Apple 142,happy,29,1859,814,Apple
I am worried about the future. #Uncertainty #Risk #Apple 651,fear,1318,1336,815,Apple
Link in bio. #Link #Profile #Tesla 473,neutral,821,791,816,Tesla
This is terrible service. #Fail #Angry #Samsung 521,angry,6,3866,817,Samsung
I am worried about the future. #Uncertainty #Risk #Tesla 999,fear,15,2761,818,Tesla
Unacceptable behavior. #Boycott #Mad #Crypto 75,angry,1654,161,819,Crypto
I hate this bug! #Broken #FixIt #Tesla 321,angry,539,115,820,Tesla
Just checking in. #Update #News #Politics 869,neutral,315,266,821,Politics
What do you think? #Question #Poll #Climate 119,angry,2,1774,822,Climate
I hate this bug! #Broken #FixIt #Tesla 825,angry,7,2797,823,Tesla
Just checking in. #Update #News #Politics 582,neutral,1087,922,824,Politics
This feature is a game changer. #Innovation #Future #Samsung 103,happy,955,1977,825,Samsung
Link in bio. #Link #Profile #Apple 387,neutral,19,3607,826,Apple
Worst experience ever. #Scam #Refund #Crypto 254,angry,1329,1149,827,Crypto
I hate this bug! #Broken #FixIt #Tesla 194,angry,667,1148,828,Tesla
Unacceptable behavior. #Boycott #Mad #Crypto 797,angry,41,4985,829,Crypto
Unacceptable behavior. #Boycott #Mad #Climate 911,angry,582,1293,830,Climate
Finally some good news! #Winning #Happy #Tesla 182,happy,36,1465,831,Tesla
Is my data safe? #Privacy #Hack #Tesla 324,fear,1482,809,832,Tesla
Market is crashing! #Panic #Crash #Climate 833,fear,1055,1103,833,Climate
I hate this bug! #Broken #FixIt #Apple 97,angry,315,650,834,Apple
Market is crashing! #Panic #Crash #Politics 578,fear,29,1593,835,Politics
Finally some good news! #Winning #Happy #Climate 897,happy,1202,1772,836,Climate
Worst experience ever. #Scam #Refund #Samsung 575,angry,40,4522,837,Samsung
Just checking in. #Update #News #Samsung 426,neutral,1515,848,838,Samsung
Finally some good news! #Winning #Happy #Apple 525,happy,335,304,839,Apple
Scary news coming out. #Fear #Alert #Tesla 208,angry,25,2001,840,Tesla
Market is crashing! #Panic #Crash #Tesla 151,fear,1318,1210,841,Tesla
What do you think? #Question #Poll #Apple 572,neutral,292,378,842,Apple
What do you think? #Question #Poll #Crypto 922,neutral,692,306,843,Crypto
This feature is a game changer. #Innovation #Future #Politics 92,happy,128,1769,844,Politics
I hate this bug! #Broken #FixIt #Crypto 726,angry,1408,1278,845,Crypto
Finally some good news! #Winning #Happy #Tesla 141,happy,1938,660,846,Tesla
Unacceptable behavior. #Boycott #Mad #Samsung 730,angry,1376,885,847,Samsung
Unacceptable behavior. #Boycott #Mad #Crypto 827,angry,1660,194,848,Crypto
I am worried about the future. #Uncertainty #Risk #Crypto 719,fear,48,3569,849,Crypto
Is my data safe? #Privacy #Hack #Samsung 331,angry,22,1782,850,Samsung
I hate this bug! #Broken #FixIt #Climate 881,angry,1877,643,851,Climate
Interesting article. #Read #Info #Apple 196,neutral,1682,286,852,Apple
I hate this bug! #Broken #FixIt #Tesla 415,angry,13,3029,853,Tesla
Link in bio. #Link #Profile #Apple 686,angry,0,3185,854,Apple
What do you think? #Question #Poll #Apple 120,neutral,1880,1439,855,Apple
What do you think? #Question #Poll #Tesla 425,neutral,43,1301,856,Tesla
Market is crashing! #Panic #Crash #Samsung 96,fear,162,1455,857,Samsung
Market is crashing! #Panic #Crash #Politics 501,fear,909,722,858,Politics
This feature is a game changer. #Innovation #Future #Apple 575,happy,1483,1650,859,Apple
I love this update! #Amazing #Tech #Politics 593,happy,1069,922,860,Politics
I hate this bug! #Broken #FixIt #Apple 41,angry,1967,1430,861,Apple
Interesting article. #Read #Info #Crypto 554,neutral,1089,1956,862,Crypto
I am worried about the future. #Uncertainty #Risk #Samsung 466,fear,1880,1263,863,Samsung
I am worried about the future. #Uncertainty #Risk #Climate 723,fear,1046,770,864,Climate
Interesting article. #Read #Info #Crypto 370,neutral,218,1990,865,Crypto
Worst experience ever. #Scam #Refund #Samsung 564,angry,1816,1489,866,Samsung
I am worried about the future. #Uncertainty #Risk #Crypto 121,fear,139,1563,867,Crypto
Interesting article. #Read #Info #Apple 793,neutral,102,453,868,Apple
Finally some good news! #Winning #Happy #Crypto 659,happy,1308,1986,869,Crypto
I am worried about the future. #Uncertainty #Risk #Tesla 465,fear,136,717,870,Tesla
Is my data safe? #Privacy #Hack #Crypto 206,angry,48,3895,871,Crypto
Market is crashing! #Panic #Crash #Apple 540,fear,1995,1974,872,Apple
Just checking in. #Update #News #Climate 730,angry,48,2750,873,Climate
What do you think? #Question #Poll #Climate 637,neutral,1525,985,874,Climate
This feature is a game changer. #Innovation #Future #Crypto 660,happy,1638,547,875,Crypto
Best purchase ever. #Recommended #LoveIt #Samsung 320,angry,35,2436,876,Samsung
Link in bio. #Link #Profile #Politics 567,neutral,1821,1922,877,Politics
Is my data safe? #Privacy #Hack #Samsung 825,fear,212,173,878,Samsung
Scary news coming out. #Fear #Alert #Politics 651,fear,489,1889,879,Politics
This feature is a game changer. #Innovation #Future #Politics 512,angry,30,1760,880,Politics
What do you think? #Question #Poll #Climate 946,neutral,251,739,881,Climate
Worst experience ever. #Scam #Refund #Apple 97,angry,7,2047,882,Apple
Worst experience ever. #Scam #Refund #Tesla 456,angry,7,4726,883,Tesla
What do you think? #Question #Poll #Samsung 753,neutral,1685,1652,884,Samsung
Link in bio. #Link #Profile #Samsung 360,angry,29,1734,885,Samsung
I love this update! #Amazing #Tech #Samsung 847,happy,49,2462,886,Samsung
Interesting article. #Read #Info #Samsung 489,neutral,1908,1204,887,Samsung
Finally some good news! #Winning #Happy #Apple 38,angry,42,4411,888,Apple
Best purchase ever. #Recommended #LoveIt #Samsung 856,happy,1420,1857,889,Samsung
Interesting article. #Read #Info #Samsung 53,neutral,1559,348,890,Samsung
Scary news coming out. #Fear #Alert #Politics 393,fear,1799,514,891,Politics
Unacceptable behavior. #Boycott #Mad #Apple 373,angry,11,2954,892,Apple
Link in bio. #Link #Profile #Crypto 188,neutral,1457,538,893,Crypto
I love this update! #Amazing #Tech #Tesla 477,happy,1329,137,894,Tesla
This is terrible service. #Fail #Angry #Apple 238,angry,338,1004,895,Apple
Interesting article. #Read #Info #Crypto 442,angry,42,2970,896,Crypto
Scary news coming out. #Fear #Alert #Tesla 467,fear,1422,1628,897,Tesla
Best purchase ever. #Recommended #LoveIt #Samsung 618,happy,147,984,898,Samsung
Worst experience ever. #Scam #Refund #Climate 293,angry,175,242,899,Climate
Finally some good news! #Winning #Happy #Apple 298,happy,1530,849,900,Apple
Unacceptable behavior. #Boycott #Mad #Apple 569,angry,1110,1492,901,Apple
Just checking in. #Update #News #Politics 855,neutral,1078,477,902,Politics
Worst experience ever. #Scam #Refund #Climate 522,angry,979,248,903,Climate
This feature is a game changer. #Innovation #Future #Tesla 843,happy,46,1638,904,Tesla
Link in bio. #Link #Profile #Apple 483,neutral,1407,1229,905,Apple
What do you think? #Question #Poll #Politics 307,neutral,1492,212,906,Politics
I love this update! #Amazing #Tech #Politics 728,happy,1999,515,907,Politics
Best purchase ever. #Recommended #LoveIt #Climate 532,happy,3,2195,908,Climate
Link in bio. #Link #Profile #Crypto 82,neutral,115,563,909,Crypto
Worst experience ever. #Scam #Refund #Crypto 236,angry,217,376,910,Crypto
This feature is a game changer. #Innovation #Future #Apple 263,happy,844,1780,911,Apple
Is my data safe? #Privacy #Hack #Crypto 682,fear,1841,225,912,Crypto
Interesting article. #Read #Info #Crypto 240,neutral,1107,1194,913,Crypto
Link in bio. #Link #Profile #Climate 339,neutral,1763,579,914,Climate
Worst experience ever. #Scam #Refund #Tesla 299,angry,1185,889,915,Tesla
Link in bio. #Link #Profile #Crypto 731,neutral,752,1843,916,Crypto
Best purchase ever. #Recommended #LoveIt #Tesla 249,happy,1849,1438,917,Tesla
Unacceptable behavior. #Boycott #Mad #Climate 425,angry,822,688,918,Climate
Just checking in. #Update #News #Climate 970,neutral,1181,1549,919,Climate
This is terrible service. #Fail #Angry #Politics 872,angry,1275,845,920,Politics
I hate this bug! #Broken #FixIt #Samsung 29,angry,138,484,921,Samsung
This is terrible service. #Fail #Angry #Climate 218,angry,41,2676,922,Climate
Interesting article. #Read #Info #Apple 921,neutral,1121,619,923,Apple
Finally some good news! #Winning #Happy #Crypto 319,happy,1407,368,924,Crypto
Worst experience ever. #Scam #Refund #Climate 256,angry,132,1823,925,Climate
I love this update! #Amazing #Tech #Apple 780,happy,603,1749,926,Apple
Scary news coming out. #Fear #Alert #Tesla 551,fear,388,1430,927,Tesla
Market is crashing! #Panic #Crash #Crypto 126,fear,975,438,928,Crypto
I hate this bug! #Broken #FixIt #Apple 512,angry,1663,1249,929,Apple
Just checking in. #Update #News #Apple 113,neutral,47,3056,930,Apple
Interesting article. #Read #Info #Climate 177,neutral,24,3729,931,Climate
Is my data safe? #Privacy #Hack #Crypto 707,fear,1872,1540,932,Crypto
This feature is a game changer. #Innovation #Future #Crypto 473,happy,229,769,933,Crypto
Is my data safe? #Privacy #Hack #Climate 776,fear,1782,242,934,Climate
I love this update! #Amazing #Tech #Crypto 944,happy,1623,214,935,Crypto
Link in bio. #Link #Profile #Apple 383,angry,37,3193,936,Apple
I am worried about the future. #Uncertainty #Risk #Crypto 105,fear,162,1987,937,Crypto
I love this update! #Amazing #Tech #Crypto 436,happy,563,695,938,Crypto
Scary news coming out. #Fear #Alert #Crypto 681,fear,1711,1830,939,Crypto
I am worried about the future. #Uncertainty #Risk #Tesla 337,fear,1102,1599,940,Tesla
Worst experience ever. #Scam #Refund #Apple 90,angry,447,1549,941,Apple
Market is crashing! #Panic #Crash #Tesla 700,fear,1926,509,942,Tesla
I am worried about the future. #Uncertainty #Risk #Crypto 623,fear,1958,555,943,Crypto
Unacceptable behavior. #Boycott #Mad #Samsung 880,angry,1259,1639,944,Samsung
Finally some good news! #Winning #Happy #Tesla 644,happy,861,1089,945,Tesla
I am worried about the future. #Uncertainty #Risk #Climate 141,fear,1668,1472,946,Climate
Worst experience ever. #Scam #Refund #Tesla 979,angry,0,4812,947,Tesla
Market is crashing! #Panic #Crash #Crypto 510,angry,38,4522,948,Crypto
Worst experience ever. #Scam #Refund #Politics 993,angry,1786,741,949,Politics
What do you think? #Question #Poll #Tesla 957,neutral,1168,584,950,Tesla
Scary news coming out. #Fear #Alert #Politics 42,angry,23,4026,951,Politics
Scary news coming out. #Fear #Alert #Apple 999,angry,45,1753,952,Apple
I hate this bug! #Broken #FixIt #Politics 480,angry,901,1059,953,Politics
Is my data safe? #Privacy #Hack #Crypto 891,fear,1728,1593,954,Crypto
This feature is a game changer. #Innovation #Future #Crypto 6,happy,771,653,955,Crypto
Is my data safe? #Privacy #Hack #Samsung 980,fear,505,1844,956,Samsung
Market is crashing! #Panic #Crash #Climate 487,fear,37,3519,957,Climate
I am worried about the future. #Uncertainty #Risk #Tesla 147,fear,1595,1584,958,Tesla
Finally some good news! #Winning #Happy #Climate 482,angry,50,2064,959,Climate
Is my data safe? #Privacy #Hack #Tesla 849,fear,552,1341,960,Tesla
Is my data safe? #Privacy #Hack #Politics 663,fear,23,2902,961,Politics
Best purchase ever. #Recommended #LoveIt #Samsung 375,happy,1972,1799,962,Samsung
I hate this bug! #Broken #FixIt #Samsung 388,angry,1103,698,963,Samsung
Best purchase ever. #Recommended #LoveIt #Samsung 223,happy,1910,328,964,Samsung
I hate this bug! #Broken #FixIt #Samsung 994,angry,908,150,965,Samsung
Unacceptable behavior. #Boycott #Mad #Tesla 153,angry,290,835,966,Tesla
Finally some good news! #Winning #Happy #Apple 596,happy,1083,1946,967,Apple
Finally some good news! #Winning #Happy #Crypto 758,happy,1,1625,968,Crypto
Finally some good news! #Winning #Happy #Tesla 831,happy,1412,570,969,Tesla
This is terrible service. #Fail #Angry #Crypto 162,angry,897,299,970,Crypto
I love this update! #Amazing #Tech #Apple 709,happy,667,228,971,Apple
This feature is a game changer. #Innovation #Future #Samsung 987,happy,605,262,972,Samsung
Best purchase ever. #Recommended #LoveIt #Climate 641,angry,41,4003,973,Climate
Best purchase ever. #Recommended #LoveIt #Climate 558,happy,1705,450,974,Climate
Scary news coming out. #Fear #Alert #Crypto 12,fear,1788,1735,975,Crypto
Is my data safe? #Privacy #Hack #Politics 878,fear,1882,859,976,Politics
Just checking in. #Update #News #Politics 194,neutral,519,1219,977,Politics
Unacceptable behavior. #Boycott #Mad #Crypto 13,angry,551,1361,978,Crypto
Best purchase ever. #Recommended #LoveIt #Apple 692,happy,1940,1987,979,Apple
I hate this bug! #Broken #FixIt #Crypto 663,angry,7,3458,980,Crypto
I love this update! #Amazing #Tech #Apple 154,angry,50,3391,981,Apple
Finally some good news! #Winning #Happy #Apple 741,happy,409,1225,982,Apple
